Object Full Name,Diameter (km),Albedo,Rotation Period (hrs),Absolute Magnitude Parameter,Epoch of Oscillation in Julian Day Form,Eccentricity,Semi-Major Axis (au),Perihelion Distance (au),Inclination (degrees),Longitude of Ascending Node (deg),Argument of Perihelion (deg),Mean Anomaly (deg),Aphelion distance (au),Mean motion (deg/day),Earth Minimum Orbit Intersection Distance (au),Potentially Hazardous Asteroid
163732 (2003 KP2),,,151.1,15.51,2459800.5,0.6966,2.751,0.835,44.65,193.42,190.62,45.28,4.67,0.216,0.158,0
163758 (2003 OS13),,,,17.42,2459800.5,0.7412,1.296,0.335,41.53,272.16,244.27,1.82,2.26,0.6681,0.0902,0
163760 (2003 OR14),2.343,0.074,,16.69,2459800.5,0.5043,2.511,1.245,13.07,211.48,211.99,228.95,3.78,0.2477,0.279,0
163902 (2003 SW222),,,4.76,17.21,2459800.5,0.2479,1.661,1.249,16.11,283.72,165.01,272.8,2.07,0.4605,0.272,0
164120 (2003 YK),,,,19.13,2459800.5,0.4083,1.512,0.895,11.03,345.63,189.65,311.91,2.13,0.5302,0.0831,0
164184 (2004 BF68),,,5.568,19.48,2459800.5,0.4538,1.627,0.889,4.6,202.21,2.56,307.09,2.37,0.475,0.0544,0
164201 (2004 EC),,,3.909,15.73,2459800.5,0.8602,1.997,0.279,34.61,28.83,10.31,203.53,3.71,0.3493,0.413,0
164206 (2004 FN18),1.138,0.124,,17.69,2459800.5,0.4095,1.701,1.004,18.28,214.42,232.85,175.93,2.4,0.4444,0.113,0
164214 (2004 LZ11),,,,19.27,2459800.5,0.3924,2.12,1.288,5.46,72.09,248.92,295.25,2.95,0.3193,0.292,0
164215 Doloreshill (2004 MF6),,,,20.01,2459800.5,0.396,2.115,1.278,4.88,235.98,76.67,309.63,2.95,0.3204,0.279,0
164217 (2004 PT42),,,,17.29,2459800.5,0.4163,2.012,1.175,48.93,144.98,179.08,106.61,2.85,0.3453,0.162,0
164221 (2004 QE20),,,,20.43,2459800.5,0.2054,1.505,1.196,6.48,272.58,74.32,255.36,1.81,0.5337,0.22,0
164222 (2004 RN9),,,,20.85,2459800.5,0.247,1.304,0.982,16.11,0.95,67.19,315.66,1.63,0.6617,0.0946,0
164294 (2004 XZ130),,,,20.45,2459800.5,0.4546,0.6175,0.337,2.95,211.17,5.4,309.58,0.9,2.031,0.094,0
164341 (2005 CO),,,,20.59,2459800.5,0.2542,1.627,1.213,13.01,140.67,42.85,130.54,2.04,0.475,0.257,0
164342 (2005 CP),,,,20.99,2459800.5,0.3613,1.57,1.003,19.17,138.94,72.94,287.44,2.14,0.5011,0.177,0
168044 (2005 SG),,,,19.09,2459800.5,0.2833,0.9813,0.703,34.84,23.52,205.5,233.37,1.26,1.014,0.203,0
168378 (1997 ET30),0.841,0.509,5.721,16.93,2459800.5,0.4483,2.138,1.18,6.81,23.25,263.4,333.97,3.1,0.3153,0.208,0
168791 (2000 SQ43),,,,18.87,2459800.5,0.5051,2.295,1.136,5.18,170.92,144.75,125.56,3.45,0.2835,0.133,0
169352 (2001 UY16),0.316,0.405,,19.36,2459800.5,0.5194,2.083,1.001,32.29,32.21,48.39,313.13,3.16,0.3279,0.122,0
169675 (2002 JM97),,,45.84,16.61,2459800.5,0.5481,2.721,1.229,12.62,63.49,236.49,163.41,4.21,0.2196,0.28,0
170013 (2002 UO3),,,,17.77,2459800.5,0.8001,2.955,0.591,25.38,184.18,330.1,294.43,5.32,0.194,0.306,0
170502 (2003 WM7),,,7.2,17.36,2459800.5,0.8812,2.475,0.294,10.46,48.36,143.97,254.79,4.66,0.2532,0.073,0
170891 (2004 TY16),,,2.795,16.98,2459800.5,0.4058,1.982,1.178,8.16,329.86,177.48,62.92,2.79,0.3533,0.191,0
171486 (1996 MO),,,,18.42,2459800.5,0.5128,1.794,0.874,6.09,165.11,4.74,16.58,2.71,0.4102,0.0675,0
171819 (2001 FZ6),,,15.24,18.4,2459800.5,0.1665,1.496,1.247,9.95,17.36,297.38,118.59,1.74,0.5389,0.281,0
172034 (2001 WR1),0.631,0.336,8.0475,17.84,2459800.5,0.2025,1.277,1.019,25.03,6.51,48.55,116.54,1.54,0.6828,0.0759,0
172718 (2004 BD85),,,,18.9,2459800.5,0.2048,1.61,1.28,19.57,267.37,284.4,334.3,1.94,0.4825,0.39,0
172722 (2004 BV102),,,,17.67,2459800.5,0.6996,1.544,0.464,7.22,341.31,17.19,263.06,2.62,0.5139,0.103,0
172974 (2005 YW55),,,,19.42,2459800.5,0.2465,1.637,1.233,8.47,239.36,256.79,318.08,2.04,0.4706,0.294,0
173232 (1998 XC9),,,,18.31,2459800.5,0.5327,2.744,1.282,9.6,317.31,124.69,66.81,4.21,0.2168,0.334,0
173664 (2001 JU2),,,,19.77,2459800.5,0.2689,1.517,1.109,4.02,100.75,227.32,63.94,1.93,0.5273,0.109,0
173689 (2001 PK9),0.724,0.161,,18.26,2459800.5,0.3946,1.78,1.077,10.42,272.99,313.81,5.25,2.48,0.4151,0.116,0
174050 (2002 CC19),,,3.514,17.63,2459800.5,0.1135,1.285,1.139,50.06,134.74,20.18,356.95,1.43,0.6768,0.162,0
174806 (2003 XL),,,,17.27,2459800.5,0.5694,2.53,1.09,10.73,317.07,208.22,201.04,3.97,0.2449,0.123,0
174881 (2004 BU58),,,,18.1,2459800.5,0.557,1.254,0.555,57.23,120.18,171.81,309.01,1.95,0.7019,0.458,0
175114 (2004 QQ),,,8.879,16.65,2459800.5,0.6638,2.249,0.756,5.72,288.12,31.46,128.49,3.74,0.2922,0.0602,0
175189 (2005 EC224),,,3.758,18.3,2459800.5,0.3865,2.057,1.262,2.62,169.36,78.9,264.58,2.85,0.334,0.254,0
175921 (2000 DM1),1.039,0.02,,18.33,2459800.5,0.4838,1.369,0.707,20.7,342.78,306.71,291.24,2.03,0.6153,0.141,0
177016 (2003 BM47),,,,20.07,2459800.5,0.582,1.16,0.485,13.81,137.59,155.35,119.01,1.84,0.7888,0.158,0
177255 (2003 WC25),,,,16.82,2459800.5,0.4859,2.295,1.18,10.25,347.71,9.53,168.52,3.41,0.2834,0.177,0
177651 (2004 XM14),,,,17.5,2459800.5,0.6988,1.154,0.348,42.4,89.42,186.37,171.15,1.96,0.7948,0.496,0
178601 (2000 CG59),,,,17.74,2459800.5,0.4923,2.473,1.256,4.18,28.64,29.52,314.13,3.69,0.2534,0.271,0
178871 (2001 MA8),,,,17.8,2459800.5,0.4623,2.374,1.276,7.58,269.62,357.56,293.74,3.47,0.2695,0.26,0
183548 (2003 HU42),,,,17.79,2459800.5,0.3403,1.844,1.217,10.53,203.08,196.35,70.45,2.47,0.3934,0.228,0
184990 (2006 KE89),2.039,0.117,2.5435,16.39,2459800.5,0.7992,1.053,0.212,45.11,88.61,299.21,307.14,1.9,0.9117,0.229,0
185702 (1998 HK3),,,,18.14,2459800.5,0.2997,1.828,1.28,24.7,27.1,267.64,237.6,2.38,0.3987,0.49,0
185716 (1998 SF35),0.629,0.339,,17.95,2459800.5,0.2737,1.685,1.224,35.19,218.58,253.74,254.78,2.15,0.4504,0.415,0
185853 (2000 ER70),,,,16.95,2459800.5,0.3107,1.857,1.28,36.91,111.6,338.62,320.5,2.43,0.3893,0.316,0
186822 (2004 FE31),,,,17.92,2459800.5,0.4527,1.574,0.861,13.06,200.75,150.36,334.99,2.29,0.4993,0.0731,0
186823 (2004 FN32),,,,19.12,2459800.5,0.6769,1.205,0.389,21.97,190.06,161.15,230.62,2.02,0.7451,0.238,0
187026 (2005 EK70),,,,17.47,2459800.5,0.1353,0.9595,0.83,30,329.8,347.09,329.95,1.09,1.049,0.0975,0
188174 (2002 JC),,,2.472,17.44,2459800.5,0.3908,0.8189,0.499,40.86,69.39,306.91,300.9,1.14,1.33,0.0919,0
188452 (2004 HE62),,,5.36,17.5,2459800.5,0.5729,2.55,1.089,24.7,302.86,21.41,151.58,4.01,0.2421,0.0972,0
189008 (1996 FR3),,,5.36,16.41,2459800.5,0.7932,2.169,0.449,8.04,27.16,36.7,126.79,3.89,0.3086,0.0882,0
189011 Ogmios (1997 NJ6),,,,19.08,2459800.5,0.2322,1.5,1.152,18.7,254.42,130.39,147.86,1.85,0.5363,0.224,0
189058 (2000 UT16),,,,16.65,2459800.5,0.5117,2.57,1.255,26.22,257.25,91.28,124.78,3.89,0.2392,0.539,0
189062 (2000 VA45),,,,18.61,2459800.5,0.3874,1.927,1.181,12.85,35.08,287.55,78.38,2.67,0.3684,0.274,0
189173 (2002 XY4),,,,19.04,2459800.5,0.5704,1.844,0.792,43.07,268.91,273.76,275.33,2.9,0.3937,0.14,0
189263 (2005 CA),,,,15.87,2459800.5,0.5889,2.728,1.122,16.75,202.09,203.88,354.74,4.34,0.2187,0.15,0
189552 (2000 RL77),,,,16.94,2459800.5,0.535,2.558,1.19,30.15,194.47,234.99,113.11,3.93,0.2409,0.334,0
189630 (2001 LE6),,,,17.83,2459800.5,0.6931,1.206,0.37,12.62,290.54,201.57,54.22,2.04,0.7443,0.126,0
189700 (2001 TA45),,,5,19.21,2459800.5,0.1914,1.463,1.183,10.72,204.92,126.66,320.17,1.74,0.557,0.22,0
189973 (2003 XE11),,,,17.57,2459800.5,0.3771,1.845,1.149,26.96,223.47,173.18,155.85,2.54,0.3933,0.16,0
190119 (2004 VA64),1.451,0.121,,17.06,2459800.5,0.8903,2.466,0.27,29.89,225.5,19.96,227.63,4.66,0.2546,0.299,0
190135 (2005 QE30),,,,17.36,2459800.5,0.6882,2.019,0.629,6.22,259.74,217.05,268.16,3.41,0.3436,0.0779,0
190161 (2005 TJ174),3.041,0.04,,16.74,2459800.5,0.4531,2.238,1.224,3.98,304.66,56.17,30.61,3.25,0.2944,0.229,0
190166 (2005 UP156),1.045,0.234,40.542,17.27,2459800.5,0.4696,2.116,1.122,4.21,193.36,91.25,235.04,3.11,0.3202,0.131,0
190208 (2006 AQ),,,182,18.19,2459800.5,0.4863,2.053,1.054,4.09,325.75,105.46,214.74,3.05,0.3351,0.0989,0
190491 (2000 FJ10),,,2.46,21.06,2459800.5,0.2345,1.319,1.01,5.28,189.75,232.36,20.55,1.63,0.6504,0.0554,0
190758 (2001 QH96),,,,18.45,2459800.5,0.3646,1.749,1.112,13.96,178.59,130.46,38.97,2.39,0.426,0.168,0
190788 (2001 RT17),,,,18.35,2459800.5,0.7924,1.268,0.263,20.11,350,199.61,318.56,2.27,0.6903,0.162,0
191094 (2002 EA3),,,,20.16,2459800.5,0.6413,2.114,0.758,32.17,349.4,259.39,213.25,3.47,0.3206,0.0816,0
193178 (2000 PK5),,,,17.74,2459800.5,0.7013,1.935,0.578,13.13,227.2,191.81,34.06,3.29,0.3663,0.22,0
194126 (2001 SG276),,,5.09,17.89,2459800.5,0.2478,1.433,1.078,26.68,35.11,200.39,168.42,1.79,0.5748,0.0844,0
194386 (2001 VG5),0.916,0.353,6.38,17.07,2459800.5,0.6133,2.302,0.89,13.68,248.26,280.4,296.78,3.71,0.2821,0.116,0
196256 (2003 EH1),,,,16.19,2459800.5,0.6185,3.123,1.192,70.84,282.99,171.31,188.65,5.05,0.1786,0.214,0
198752 (2005 EA60),,,,19.94,2459800.5,0.5234,2.51,1.196,1.76,334.3,116.66,153.61,3.82,0.2479,0.216,0
198856 (2005 LR3),0.742,0.389,,17,2459800.5,0.3353,1.654,1.099,25,73.79,26.41,154.55,2.21,0.4634,0.14,0
200754 (2001 WA25),0.553,0.21,3.653,18.78,2459800.5,0.5172,1.756,0.848,15.51,279.77,83.75,342.39,2.66,0.4235,0.0967,0
202411 (2005 RC),,,,17.65,2459800.5,0.7517,2.153,0.535,16.26,191.97,40.56,155.67,3.77,0.312,0.194,0
202435 (2005 XH8),,,,18.05,2459800.5,0.6915,1.323,0.408,29.06,79.71,159.09,289.98,2.24,0.648,0.324,0
203015 (1999 YF3),,,,18.64,2459800.5,0.1433,1.487,1.274,26.76,298.9,147.13,178.14,1.7,0.5436,0.314,0
203217 (2001 FX9),,,,18.74,2459800.5,0.3302,1.933,1.295,3.5,184.36,292.25,18.24,2.57,0.3668,0.319,0
203471 (2002 AU4),,,13.26,19.45,2459800.5,0.3736,0.8554,0.536,17.18,99.43,205.19,177.91,1.17,1.246,0.0896,0
204131 (2003 YL),,,,19.95,2459800.5,0.6325,1.147,0.421,5.66,291.95,29.43,125.04,1.87,0.8028,0.0515,0
204232 (2004 DG2),,,,18.48,2459800.5,0.5634,1.248,0.545,17.34,329.26,343.38,338.14,1.95,0.7073,0.253,0
205378 (2001 BJ16),,,,18.92,2459800.5,0.1414,1.363,1.17,19.36,134.58,210.04,323.6,1.56,0.6192,0.174,0
205388 (2001 DV8),,,,20.93,2459800.5,0.1709,1.373,1.139,12.37,325.39,212.72,104.85,1.61,0.6124,0.167,0
206359 (2003 QM47),,,45.8,18.22,2459800.5,0.3034,1.792,1.249,33.12,149.13,303.02,249.47,2.34,0.4107,0.378,0
207970 (1996 BZ3),,,,18.13,2459800.5,0.5312,2.63,1.233,3.39,176.68,280.37,71.27,4.03,0.231,0.259,0
208565 (2002 CT11),,,4.339,17.2,2459800.5,0.5388,1.258,0.58,53.86,6.06,24.88,251.54,1.94,0.6985,0.397,0
208617 (2002 EB3),,,,17.9,2459800.5,0.6838,1.758,0.556,9.92,1.55,300.34,237.54,2.96,0.4228,0.0714,0
209215 (2003 WP25),,,,24.3,2459800.5,0.1211,0.989,0.869,2.56,40.76,226.42,146.6,1.11,1.002,0.0224,0
209924 (2005 WS55),1.861,0.185,2.726,16.33,2459800.5,0.4534,2.03,1.109,23.77,283.6,203.3,223.85,2.95,0.3409,0.15,0
210012 (2006 KT1),,,,16.75,2459800.5,0.4734,2.308,1.215,9.25,138.66,189.35,176.1,3.4,0.2812,0.204,0
211871 (2004 HO),0.411,0.315,,18.87,2459800.5,0.5113,1.846,0.902,7.88,146.11,163.8,60.6,2.79,0.3929,0.0608,0
211914 (2004 RM251),,,,17.89,2459800.5,0.6014,2.604,1.038,19.48,349.33,111.26,64.83,4.17,0.2345,0.228,0
212359 (2006 EV52),1.261,0.232,,16.69,2459800.5,0.7075,2.016,0.59,15.96,168.5,167.14,155.01,3.44,0.3442,0.256,0
213053 (1998 WT30),,,,19.86,2459800.5,0.3369,1.813,1.203,0.51,36.11,126.57,191.55,2.42,0.4036,0.212,0
213869 (2003 SG170),,,,17.8,2459800.5,0.6036,1.859,0.737,37,199.25,309.28,101.8,2.98,0.3888,0.129,0
214088 (2004 JN13),2.423,0.25,6.342,15.34,2459800.5,0.6902,2.892,0.896,13.34,85.06,279.2,213.28,4.89,0.2004,0.135,0
215167 (2000 EL26),,,,18.91,2459800.5,0.3087,1.69,1.168,26.97,152.34,96.84,18.97,2.21,0.4485,0.373,0
215188 (2000 NM),,,9.24,15.7,2459800.5,0.6638,2.686,0.903,22.28,273.33,71.38,354.23,4.47,0.2239,0.132,0
215442 (2002 MQ3),1.075,0.08,473,18.52,2459800.5,0.2742,0.9136,0.663,36.28,109.07,346.9,169.38,1.16,1.129,0.135,0
215757 (2004 FU64),0.78,0.241,4.99531,17.9,2459800.5,0.3672,1.837,1.163,24.88,20.88,286.46,68.29,2.51,0.3957,0.341,0
216707 (2004 XP164),,,15.486,17.56,2459800.5,0.4128,2.177,1.278,22.69,126.83,310.63,194.61,3.08,0.3069,0.378,0
217013 (2001 AA50),,,,18.8,2459800.5,0.198,1.321,1.059,43.88,306.24,58.61,177.16,1.58,0.6493,0.132,0
217390 (2005 CW25),,,,18.83,2459800.5,0.4779,1.626,0.849,28.48,148.32,108.95,115.19,2.4,0.4754,0.0568,0
217683 (1999 RP36),,,,18.91,2459800.5,0.4165,2.227,1.3,5.49,57.88,321.73,310.51,3.15,0.2966,0.31,0
217796 (2000 TO64),,,,17.23,2459800.5,0.6193,2.743,1.044,37.55,223.69,177.76,287.55,4.44,0.217,0.054,0
217807 (2000 XK44),,,51.9,18.39,2459800.5,0.3855,1.724,1.059,11.24,48.1,347.63,232.09,2.39,0.4354,0.0735,0
217837 (2001 LC),,,,19.3,2459800.5,0.6774,1.055,0.34,16.96,112.37,2.5,261.18,1.77,0.9101,0.217,0
218017 (2001 XV266),0.451,0.115,,19.86,2459800.5,0.1927,1.196,0.966,12,214.09,265.08,217.75,1.43,0.7532,0.106,0
218863 (2006 WO127),1.237,0.418,3.274928,16.46,2459800.5,0.5474,2.197,0.995,11.03,167.54,314.44,303.34,3.4,0.3026,0.0767,0
219021 (1991 LH),,,,17.02,2459800.5,0.7331,1.357,0.362,53.12,281.03,203.82,7.17,2.35,0.6237,0.429,0
219071 (1997 US9),0.657,0.383,3.319,17.22,2459800.5,0.2821,1.053,0.756,20.02,212.2,357.38,167.38,1.35,0.9123,0.248,0
219527 (2001 QK142),,,,17,2459800.5,0.5377,2.484,1.148,5.78,40.48,319.61,127.35,3.82,0.2518,0.161,0
220124 (2002 TE66),0.609,0.208,3.89,18.77,2459800.5,0.3779,1.457,0.906,51.35,191,290.58,45.16,2.01,0.5605,0.0968,0
220909 (2005 EO1),,,,18.15,2459800.5,0.705,2.535,0.748,13.87,231.15,40.9,88.55,4.32,0.2442,0.0964,0
221787 (2007 VZ30),,,,21.29,2459800.5,0.1946,1.605,1.293,2.45,344.65,99.31,64.94,1.92,0.4847,0.313,0
222008 (1998 QQ63),,,,19.18,2459800.5,0.5501,2.364,1.064,1.67,104.46,265.44,207.23,3.66,0.2711,0.0698,0
222073 (1999 HY1),,,10.37,18.2,2459800.5,0.1307,1.386,1.205,34.23,216.1,89.92,14.26,1.57,0.6038,0.343,0
222165 (2000 AX93),,,,18.02,2459800.5,0.4816,2.208,1.144,23.32,290.9,234.42,300.72,3.27,0.3005,0.273,0
222869 (2002 FB6),,,8.98,17.77,2459800.5,0.5449,1.796,0.818,33.71,182.68,101.87,141.26,2.77,0.4094,0.0987,0
223456 (2003 UB10),,,,18.25,2459800.5,0.3358,1.6,1.062,5.15,131,105.27,231.2,2.14,0.4872,0.0993,0
224926 (2007 DA41),,,,17.56,2459800.5,0.4398,1.461,0.819,30.22,225.91,20.26,213.15,2.1,0.5581,0.169,0
225312 (1996 XB27),,,1.195,21.93,2459800.5,0.0579,1.189,1.12,2.47,179.39,58.19,124.03,1.26,0.7602,0.115,0
225416 (1999 YC),1.651,0.094,4.531,17.41,2459800.5,0.8304,1.422,0.241,38.22,64.78,156.4,93.4,2.6,0.5813,0.248,0
225586 (2000 WS67),,,,18.51,2459800.5,0.7071,1.299,0.38,20.64,73.77,198.37,318.02,2.22,0.6658,0.234,0
225900 (2002 AF3),,,,17.88,2459800.5,0.6205,1.906,0.723,10.56,353.22,190.39,267.84,3.09,0.3747,0.153,0
226198 (2002 UN3),,,,18.89,2459800.5,0.2579,1.744,1.294,8.7,27.96,112.76,135.79,2.19,0.4281,0.342,0
226219 (2002 VT85),,,,18.18,2459800.5,0.4436,2.295,1.277,5.99,255.97,87.25,274.72,3.31,0.2835,0.293,0
228502 (2001 TE2),0.302,0.194,13.14,20.35,2459800.5,0.1967,1.083,0.87,7.63,171.12,35.74,341.96,1.3,0.8739,0.0651,0
228587 (2002 AP7),,,7.45,19.64,2459800.5,0.0934,1.364,1.237,23.87,98.57,283.44,32,1.49,0.6185,0.331,0
229007 (2003 XF11),,,,17.01,2459800.5,0.8469,2.197,0.336,8.62,116.01,173.95,283.98,4.06,0.3026,0.126,0
229672 (2006 WR1),,,,17.91,2459800.5,0.6137,1.333,0.515,38.18,106,132.09,28.99,2.15,0.6404,0.237,0
230089 (2000 WP148),,,,19.46,2459800.5,0.2643,1.319,0.97,21.28,251.99,237.97,73.14,1.67,0.651,0.0809,0
230118 (2001 DB3),1.166,0.15,,17.18,2459800.5,0.5608,2.681,1.178,24.51,340.46,264.53,285.28,4.19,0.2245,0.438,0
230420 (2002 PP6),,,,19.22,2459800.5,0.652,2.328,0.81,20.12,135.03,272.89,205.22,3.85,0.2776,0.147,0
230599 (2003 FJ1),,,,17.88,2459800.5,0.8173,2.17,0.396,20.97,128.58,182.09,355.34,3.94,0.3083,0.333,0
230979 (2005 AT42),1.522,0.207,,16.59,2459800.5,0.6119,2.862,1.111,11.21,157.01,52.65,204.13,4.61,0.2036,0.178,0
231134 (2005 TU45),,,2.6717,17.2,2459800.5,0.4954,1.974,0.996,28.54,120.15,76.89,59.36,2.95,0.3553,0.257,0
231792 (2000 DH8),,,,18.51,2459800.5,0.3057,1.838,1.276,37.6,159.17,25.36,350.85,2.4,0.3955,0.311,0
232368 (2003 AZ2),,,31.1,18.35,2459800.5,0.2236,1.42,1.102,22.87,131.61,186.95,347.09,1.74,0.5828,0.0889,0
232382 (2003 BT47),1.123,0.154,,17.26,2459800.5,0.492,2.337,1.187,7.46,352.49,235.61,144.16,3.49,0.2758,0.212,0
234061 (1999 HE1),2.9,0.019,,17.69,2459800.5,0.5727,2.361,1.009,8.17,65.8,221.98,121.46,3.71,0.2717,0.0515,0
234341 (2001 FZ57),0.344,0.493,,18.93,2459800.5,0.6043,0.9441,0.374,20.67,22.09,339.98,316.75,1.51,1.074,0.158,0
235086 (2003 HW11),1.024,0.168,6.385,17.34,2459800.5,0.4664,2.35,1.254,7.4,150.39,154.28,91.25,3.45,0.2735,0.246,0
235700 (2004 TR13),,,,18.57,2459800.5,0.7293,2.017,0.546,17.85,12.13,249.98,99.45,3.49,0.344,0.0773,0
236716 (2007 FV42),,,,17.93,2459800.5,0.4726,2.176,1.147,9.83,100.98,181.67,254.71,3.2,0.3071,0.131,0
237442 (1999 TA10),,,5.101,18.17,2459800.5,0.2416,1.506,1.142,20.84,214.65,84.79,182.72,1.87,0.5334,0.305,0
237551 (2000 WQ19),0.63,0.234,,18.41,2459800.5,0.347,1.406,0.918,34.28,38.79,270.75,60.36,1.89,0.591,0.195,0
237805 (2002 CF26),0.703,0.43,3.7756,17.38,2459800.5,0.3412,1.604,1.057,35.31,342.08,33.6,144.09,2.15,0.4851,0.093,0
238063 (2003 EG),1.47,0.225,7.23,16.58,2459800.5,0.7138,1.738,0.497,31.79,359.04,326.94,114,2.98,0.4301,0.363,0
238456 (2004 RK),0.328,0.312,,19.49,2459800.5,0.3002,1.389,0.972,18.15,178.77,264.42,275.08,1.81,0.6024,0.165,0
239849 (1999 VO11),0.45,0.317,,18.65,2459800.5,0.6342,2.256,0.825,15.74,67.58,72.27,236.55,3.69,0.2909,0.0705,0
240320 (2003 HS42),,,,20.29,2459800.5,0.1214,1.459,1.282,15.82,38.26,192.24,331.81,1.64,0.5593,0.277,0
241370 (2008 LW8),0.764,0.224,,17.42,2459800.5,0.3936,1.676,1.016,17.27,223.11,118.63,170.6,2.34,0.4544,0.143,0
241596 (1998 XM2),1.548,0.105,8.75,17.25,2459800.5,0.3404,1.805,1.19,27.1,248.52,99.11,305.52,2.42,0.4065,0.414,0
241662 (2000 KO44),0.898,0.2,,17.67,2459800.5,0.3887,1.83,1.118,28.62,114.33,235.33,292.52,2.54,0.3982,0.224,0
242147 (2003 BH84),1.687,0.108,46.32,17.02,2459800.5,0.7197,1.959,0.549,23.34,283.24,35.56,150.14,3.37,0.3595,0.302,0
242187 (2003 KR18),0.605,0.334,,17.98,2459800.5,0.4806,2.345,1.218,5.58,244.07,86.76,104.44,3.47,0.2745,0.233,0
242191 (2003 NZ6),0.37,0.334,13.531,19.06,2459800.5,0.4923,0.7934,0.403,18.25,124.59,311.61,258.34,1.18,1.395,0.0659,0
242211 (2003 QB90),,,,18.27,2459800.5,0.475,2.319,1.217,4.84,129.33,208.85,140.59,3.42,0.2791,0.212,0
243025 (2006 UM216),2.123,0.139,31.73,16.06,2459800.5,0.5238,2.675,1.274,15.88,251.05,146.65,233,4.08,0.2253,0.315,0
243147 (2007 TX18),0.912,0.28,13.538,17.39,2459800.5,0.4148,2.138,1.251,7.35,284.12,16.07,319.35,3.03,0.3152,0.238,0
243298 (2008 EN82),,,,15.7,2459800.5,0.5571,2.497,1.106,12.03,206.95,194.86,297,3.89,0.2498,0.12,0
244670 (2003 KN18),,,20.887,18.24,2459800.5,0.4861,1.749,0.899,11.9,168.68,354.71,164.87,2.6,0.426,0.0909,0
246138 (2007 OG3),0.588,0.269,,18.23,2459800.5,0.4817,2.165,1.122,1.69,78.32,272.05,257.54,3.21,0.3094,0.12,0
247156 (2000 YH29),1.655,0.033,,18.16,2459800.5,0.5274,2.218,1.048,21.85,103.68,284.82,214.34,3.39,0.2983,0.271,0
247517 (2002 QY6),0.269,0.357,,19.72,2459800.5,0.6992,0.817,0.246,12.76,164.2,355.39,180.13,1.39,1.335,0.106,0
248083 (2004 QU24),2.358,0.126,4.66,16.21,2459800.5,0.6135,3.328,1.286,23.37,187.67,272.04,327.88,5.37,0.1623,0.54,0
248590 (2006 CS),4.726,0.018,,16.32,2459800.5,0.6974,2.914,0.882,52.31,172.4,346.44,100.19,4.95,0.1981,0.1,0
248818 (2006 SZ217),,,3.59,17.29,2459800.5,0.2853,1.673,1.196,29.22,241.36,163.05,131.4,2.15,0.4555,0.219,0
248926 (2006 WZ2),2.907,0.04,8.45,16.96,2459800.5,0.33,1.695,1.135,24.65,354.37,65.97,84.58,2.25,0.4468,0.277,0
249595 (1997 GH28),,,19.696,17.72,2459800.5,0.3704,2.004,1.262,7.02,354.38,105.35,16.37,2.75,0.3473,0.309,0
249615 (1999 TB5),,,,19.04,2459800.5,0.3934,1.968,1.194,30.43,195.59,238.75,73.21,2.74,0.357,0.336,0
249816 (2001 FD90),,,,19.32,2459800.5,0.4776,2.047,1.07,7.3,202.18,47.79,78.28,3.02,0.3365,0.101,0
249886 (2001 RY11),1.201,0.051,,17.56,2459800.5,0.2834,1.483,1.063,22.84,295.5,71.53,189.96,1.9,0.5457,0.198,0
250162 (2002 TY57),,,2.5001,19.5,2459800.5,0.3273,1.922,1.293,3.46,118.95,259.93,160.21,2.55,0.3699,0.302,0
250458 (2004 BO41),0.63,0.282,16.19,18,2459800.5,0.4928,1.019,0.517,35.56,337.76,254.42,325.37,1.52,0.9588,0.0888,0
250577 (2005 AC),,,,18.27,2459800.5,0.5178,1.05,0.506,46.88,315.78,285.59,70.31,1.59,0.9161,0.0727,0
250614 (2005 GG),1.617,0.269,,16.21,2459800.5,0.6592,2.042,0.696,34.82,106.41,335.25,355.63,3.39,0.3378,0.248,0
250697 (2005 QY151),,,11,17.93,2459800.5,0.4394,1.381,0.774,12.65,14.32,124.97,47.94,1.99,0.6075,0.0658,0
251732 (1998 HG49),,,,21.82,2459800.5,0.1125,1.201,1.066,4.2,44.81,324.29,9.27,1.34,0.7492,0.0771,0
252091 (2000 UP30),,,5.44,17.24,2459800.5,0.7616,2.252,0.537,9.37,194.88,118.98,181.77,3.97,0.2917,0.0671,0
252373 (2001 SA270),,,,18.18,2459800.5,0.7355,1.302,0.344,38.52,210.02,15.61,47.74,2.26,0.6632,0.403,0
252558 (2001 WT1),0.533,0.062,,20.31,2459800.5,0.3971,1.089,0.657,7.16,73.78,180.67,229.13,1.52,0.8671,0.122,0
252793 (2002 FW5),,,61.2,19.32,2459800.5,0.2178,1.315,1.029,46.45,21.73,85.45,249.97,1.6,0.6536,0.224,0
253062 (2002 TC70),,,26.273,21.08,2459800.5,0.1964,1.369,1.1,2.15,134.75,162.12,196.74,1.64,0.6156,0.0844,0
253106 (2002 UR3),,,180,16.69,2459800.5,0.7929,1.379,0.286,48.62,51.88,141.23,11.44,2.47,0.6088,0.159,0
253586 (2003 TX7),,,,19.35,2459800.5,0.2074,1.448,1.148,38.75,204.09,270.51,210.91,1.75,0.5655,0.358,0
254417 (2004 VV),,,,17.26,2459800.5,0.6046,2.076,0.821,52.49,342.73,354.65,348.92,3.33,0.3295,0.186,0
254419 (2004 VT60),0.629,0.408,,17.66,2459800.5,0.4342,2.076,1.174,43.51,57.53,247.41,20.21,2.98,0.3296,0.378,0
